date,time,amount,merchant,manual_detail,auto_category,rule_source,match
2025-10-26,19:56,-3710,투썸플레이스_4,식비,식비,rule,Y
2025-10-26,17:53,-27000,통큰곱창분당판교직영점,식비,식비,rule,Y
2025-10-26,16:44,-200,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-26,14:29,-1200,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-26,13:43,-10000,제로백서현점,식비,식비,rule,Y
2025-10-26,10:08,-57900,버치베이커리카페,식비,식비,rule,Y
2025-10-26,09:39,-64500,배말칼국수김밥제부도점,식비,식비,rule,Y
2025-10-25,21:04,-9200,씨유CU제부해안길점,식비,식비,rule,Y
2025-10-25,19:14,-4800,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-25,05:10,0,입출금통장 이자,,,,N
2025-10-25,04:47,0,입출금통장 이자,,,,N
2025-10-25,03:55,5,입출금통장 이자,,,,N
2025-10-25,02:39,0,정기이자 입금,,저축,rule,N
2025-10-25,02:12,0,정기이자 입금,,저축,rule,N
2025-10-24,20:40,-212000,구우트(guut!),선물,선물,rule,Y
2025-10-24,12:38,-4500,일프레소,식비,식비,rule,Y
2025-10-24,12:34,-19000,현대백화점판교점,식비,식비,rule,Y
2025-10-24,04:18,924513,급여,,,,N
2025-10-24,04:08,2954522,급여,,,,N
2025-10-23,19:18,-7500,오픈커피로스터스,식비,식비,rule,Y
2025-10-23,18:47,-15700,오픈커피로스터스,식비,식비,rule,Y
2025-10-23,17:46,-19990,현대백화점판교점,식비,식비,rule,Y
2025-10-22,21:34,-1100,GS25잠실구장점,식비,식비,rule,Y
2025-10-22,19:02,-17000,잠실야구장,식비,식비,rule,Y
2025-10-22,17:34,-23500,잠실야구장,식비,식비,rule,Y
2025-10-22,16:36,250000,곽훈,,선교 헌금,rule,N
2025-10-22,10:16,-21000,주식회사 카카오,선물,식비,rule,N
2025-10-22,09:04,-45000,주식회사 카카오,선물,식비,rule,N
2025-10-22,09:04,26000,박*서,,,,N
2025-10-22,09:04,-26000,카카오페이,,예비비,rule,N
2025-10-22,08:02,-1620,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-21,22:43,150000,주유소티파니블루,,자동차 유지,rule,N
2025-10-21,22:43,-79000,주유소티파니블루,자동차 유지,자동차 유지,rule,Y
2025-10-21,22:41,-150000,주유소티파니블루,,자동차 유지,rule,N
2025-10-21,20:52,-8300,세븐일레븐산운마을점,식비,식비,rule,Y
2025-10-21,18:36,-2000,김*식,식비,식비,rule,Y
2025-10-21,18:32,-4700,서울턱사랑니치과,병원,병원,rule,Y
2025-10-21,11:59,-5900,포케올데이판교점,식비,식비,rule,Y
2025-10-21,10:08,-176000,헬스보이홀딩스 판교본점,,,,N
2025-10-21,10:08,-176000,헬스보이홀딩스 판교본점,,,,N
2025-10-21,02:17,-1000,한국도로공사,자동차 유지,자동차 유지,rule,Y
2025-10-20,22:11,-5900,세븐일레븐산운마을점,식비,식비,rule,Y
2025-10-20,17:53,-775200,패밀리몰_청구,어머니 용돈,어머니 선물,rule,N
2025-10-20,17:33,-20000,동해소바,식비,식비,rule,Y
2025-10-20,14:15,-29000,Apple,AI,예비비,rule,N
2025-10-20,12:18,-23000,SK텔레콤_라이트할부,통신,통신,rule,Y
2025-10-20,12:00,-5400,PAYCO_오프라인,식비,식비,rule,Y
2025-10-19,20:04,-14000,더노벰버라운지,식비,식비,rule,Y
2025-10-19,19:58,-400,주식회사 카카오모빌리티,자동차 유지,자동차 유지,rule,Y
2025-10-19,18:01,-30000,주식회사삼표에너지삼표충전소,자동차 유지,자동차 유지,rule,Y
2025-10-19,08:42,-3000,KCP_결제,자동차 유지,자동차 유지,rule,Y
2025-10-18,21:18,-7200,부경에스이에스주식회사,식비,식비,rule,Y
2025-10-18,16:22,-3300,세븐일레븐대공원구의문점,식비,식비,rule,Y
2025-10-18,15:53,-20000,구의문복합식당,식비,식비,rule,Y
2025-10-18,11:43,21000,김*현,,,,N
2025-10-18,11:36,-21300,맥도날드서판교DT점,식비,식비,rule,Y
2025-10-18,10:51,-770000,이형선,,어머니 용돈,rule,N
2025-10-18,09:02,0,예금결산이자,,저축,rule,N
2025-10-17,23:29,-2000,제로백서현점,식비,식비,rule,Y
2025-10-17,20:46,-61000,서현에서,식비,식비,rule,Y
2025-10-17,17:52,-50000,하이패스5401,자동차 유지,자동차 유지,rule,Y
2025-10-17,12:17,-9000,신세계프라퍼티코엑스몰,식비,식비,rule,Y
2025-10-17,09:11,-5500,CBTL커피빈파르나스몰점,식비,식비,rule,Y
2025-10-17,08:31,-1300,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-16,19:55,-4900,배스킨라빈스판교원마을,식비,식비,rule,Y
2025-10-16,17:25,-10000,바움앤블룸,예비비,예비비,rule,Y
2025-10-16,17:15,-46000,한스케익아브뉴프랑점,예비비,예비비,rule,Y
2025-10-16,11:44,-1300,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-16,09:36,-13600,번개장터,선교 헌금,선교 헌금,rule,Y
2025-10-16,08:09,-1320,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-15,21:29,-13000,더노벰버라운지,식비,식비,rule,Y
2025-10-15,21:05,-250000,최재식,,,,N
2025-10-15,19:38,-17900,피씨온,식비,식비,rule,Y
2025-10-15,18:12,-8500,피씨온,식비,식비,rule,Y
2025-10-15,17:25,-3900,서울턱사랑니치과,병원,병원,rule,Y
2025-10-15,15:06,-20000,최영재,파트 회비,파트 회비,rule,Y
2025-10-15,15:06,-49200,박*서,,,,N
2025-10-15,15:06,49200,박준서,,주식,rule,N
2025-10-15,14:59,-30000,시흥하늘주유소(판교방향),자동차 유지,자동차 유지,rule,Y
2025-10-15,14:11,-9800,주식회사 카카오,식비,식비,rule,Y
2025-10-15,12:41,-56000,경찰청_박준서,자동차 유지,자동차 유지,rule,Y
2025-10-15,12:19,-13900,에스케이텔레콤 (주),통신,통신,rule,Y
2025-10-15,11:44,14000,유*규,식비,식비,rule,Y
2025-10-15,11:44,14000,이*민,식비,식비,rule,Y
2025-10-15,09:04,-7100,현대그린푸드현대자동차테크원,식비,식비,rule,Y
2025-10-15,08:21,-1700,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-14,19:11,-5700,태광약국,병원,병원,rule,Y
2025-10-14,19:04,-144500,서울턱사랑니치과,병원,병원,rule,Y
2025-10-14,18:17,-3000,태광약국,병원,병원,rule,Y
2025-10-14,17:53,-1027749,우리카드결제,,식비,rule,N
2025-10-14,12:36,-3200,교보문고,예비비,예비비,rule,Y
2025-10-14,08:02,-1140,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-14,00:31,-95870,SKT,통신,통신,rule,Y
2025-10-13,18:43,-3710,투썸플레이스_4,식비,식비,rule,Y
2025-10-13,18:14,-12300,프랭크버거서판교점,식비,식비,rule,Y
2025-10-13,18:06,-23000,예온헤어,예비비,예비비,rule,Y
2025-10-12,18:20,-55000,아름다운짜장,식비,식비,rule,Y
2025-10-12,17:02,-7000,KCP_결제,자동차 유지,자동차 유지,rule,Y
2025-10-12,12:24,-19500,부타,식비,식비,rule,Y
2025-10-12,09:23,-3900,주식회사 카카오,교통,식비,rule,N
2025-10-12,00:11,-76300,떠리몰,예비비,예비비,rule,Y
2025-10-11,16:29,-500,주식회사 카카오모빌리티,교통,자동차 유지,rule,N
2025-10-11,16:22,-26000,역전국밥야탑점,식비,식비,rule,Y
2025-10-11,14:18,-6000,KCP_결제,자동차 유지,자동차 유지,rule,Y
2025-10-11,14:04,-10000,KCP_결제,자동차 유지,자동차 유지,rule,Y
2025-10-10,19:17,-4000,메가박스중앙하비오지점,식비,식비,rule,Y
2025-10-10,19:07,-20000,온누리선교09,선교 헌금,선교 헌금,rule,Y
2025-10-10,18:54,-16500,다함하비오송파지점,식비,식비,rule,Y
2025-10-10,18:34,-4000,sk쉴더스주차료,자동차 유지,자동차 유지,rule,Y
2025-10-10,17:51,-10000,위드인사람과함께,선교 헌금,선교 헌금,rule,Y
2025-10-10,17:30,-11100,현대아울렛가든파이브점,식비,식비,rule,Y
2025-10-10,15:27,-22000,주_에스케이플래닛_문화비,예비비,예비비,rule,Y
2025-10-10,13:35,-34300,런던베이글뮤지엄잠실,식비,식비,rule,Y
2025-10-10,11:54,9,프렌즈 체크카드 캐시백,,,,N
2025-10-10,10:47,-10000,나이스페이먼츠,선교 헌금,자동차 유지,rule,N
2025-10-09,13:59,-1300,주식회사 카카오모빌리티,자동차 유지,자동차 유지,rule,Y
2025-10-08,19:11,31000,강*영,,,,N
2025-10-08,15:35,-33400,모씨,식비,식비,rule,Y
2025-10-08,15:33,55800,모씨,,식비,rule,N
2025-10-08,15:32,-55800,모씨,,식비,rule,N
2025-10-08,14:37,-137700,LF스퀘어양주점,예비비,예비비,rule,Y
2025-10-08,14:28,-84000,LF스퀘어양주점,예비비,예비비,rule,Y
2025-10-08,13:08,-43000,LF스퀘어양주점,예비비,예비비,rule,Y
2025-10-08,10:15,-16000,맥도날드_PAYCO,식비,식비,rule,Y
2025-10-05,21:02,-7000,KCP_결제,자동차 유지,자동차 유지,rule,Y
2025-10-05,21:00,90400,박준서,,주식,rule,N
2025-10-05,21:00,-90400,박*서,,,,N
2025-10-05,18:02,-530000,애플코리아유한회사,선물,선물,rule,Y
2025-10-05,14:40,30000,이*민,식비,식비,rule,Y
2025-10-05,14:40,30000,김*일,식비,식비,rule,Y
2025-10-05,12:19,-1000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,12:18,-1000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,12:18,-1000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,12:17,-1000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,12:17,-1000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,12:16,-1000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,12:08,-5000,대빵오락실천호2호점,예비비,예비비,rule,Y
2025-10-05,12:04,-5000,대빵오락실천호2호점,예비비,예비비,rule,Y
2025-10-05,12:02,-1000,대빵오락실천호2호점,예비비,예비비,rule,Y
2025-10-05,12:01,-1000,대빵오락실천호2호점,예비비,예비비,rule,Y
2025-10-05,12:01,-1000,대빵오락실천호2호점,예비비,예비비,rule,Y
2025-10-05,12:00,-1000,대빵오락실천호2호점,예비비,예비비,rule,Y
2025-10-05,11:59,-1000,대빵오락실천호2호점,예비비,예비비,rule,Y
2025-10-05,11:59,-1000,대빵오락실천호2호점,예비비,예비비,rule,Y
2025-10-05,11:56,-2000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,11:55,-2000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,11:54,-2000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,11:53,-2000,대빵오락실천호점,예비비,예비비,rule,Y
2025-10-05,11:17,-88000,명동찌개마을,식비,식비,rule,Y
2025-10-04,21:49,150000,에이치디현대오일뱅크직영판교현대셀프주유소,,자동차 유지,rule,N
2025-10-04,21:49,-70000,에이치디현대오일뱅크직영판교현대셀프주유소,자동차 유지,자동차 유지,rule,Y
2025-10-04,21:47,-150000,에이치디현대오일뱅크직영판교현대셀프주유소,,자동차 유지,rule,N
2025-10-04,16:45,-43000,신세계팩토리스토어고양점,예비비,예비비,rule,Y
2025-10-04,12:35,-102000,시소,예비비,예비비,rule,Y
2025-10-03,22:10,13900,최*림,식비,식비,rule,Y
2025-10-03,22:10,14500,최*림,식비,식비,rule,Y
2025-10-03,22:06,-15200,GS25판교운중점,식비,식비,rule,Y
2025-10-03,21:50,-3990,홈플러스익스프레스분당서판교,식비,식비,rule,Y
2025-10-03,17:21,-18500,CJCGV_상품_오프라인,식비,,,N
2025-10-03,16:33,-20000,주_에스케이플래닛_문화비,예비비,예비비,rule,Y
2025-10-03,15:55,-4000,KICC_ARS결제,예비비,예비비,rule,Y
2025-10-03,01:28,-3300,Apple,통신,예비비,rule,N
2025-10-02,19:08,-22200,카페평상인,식비,,,N
2025-10-02,18:08,-10000,CGNTV,선교 헌금,선교 헌금,rule,Y
2025-10-02,14:53,-150000,이가현,커플통장,커플통장,rule,Y
2025-10-02,14:53,-50000,이가현,커플통장,커플통장,rule,Y
2025-10-02,12:58,-113810,주_현대이지웰,예비비,예비비,rule,Y
2025-10-02,12:05,-3000,여의나룻판교점,식비,식비,rule,Y
2025-10-02,11:32,-496690,현대백화점카드,예비비,예비비,rule,Y
2025-10-02,11:32,-2615130,현대카드,,자동차 할부,rule,N
2025-10-02,11:32,-606190,현대카드,자동차 할부,자동차 할부,rule,Y
2025-10-02,08:49,-1800,현대그린푸드현대자동차테크원,식비,식비,rule,Y
2025-10-02,08:41,-1100,NICE_통신판매,교통,교통,rule,Y
2025-10-02,08:05,-1500000,이형선,어머니 용돈,어머니 용돈,rule,Y
2025-10-02,04:05,2455876,급여,,,,N
2025-10-01,18:22,-3300,지에스리테일GS25보조4점,식비,,,N
2025-10-01,18:00,-12000,패들,식비,,,N
2025-10-01,17:37,-8000,김*영,식비,,,N
2025-10-01,17:37,10000,박*서,,,,N
2025-10-01,17:37,-10000,카카오페이,,예비비,rule,N
2025-10-01,17:08,-25200,우아한형제들,식비,식비,rule,Y
2025-10-01,16:39,-29100,우아한형제들,식비,식비,rule,Y
2025-10-01,14:19,-5000000,박준서,주식,주식,rule,Y
2025-10-01,08:33,-1250,NICE_통신판매,교통,교통,rule,Y
2025-10-01,00:30,-45200,송금 내역,식비,식비,rule,Y
2025-10-01,00:30,25100,박*서,,,,N
2025-10-01,00:30,-25100,카카오페이,,예비비,rule,N
